   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 probability.py:1092(WittenBellProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:1234(SimpleGoodTuringProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:1454(MutableProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:1560(KneserNeyProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:1693(ConditionalFreqDist)
        1    0.000    0.000    0.000    0.000 probability.py:1964(ConditionalProbDistI)
        1    0.000    0.000    0.000    0.000 probability.py:2000(ConditionalProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:2072(DictionaryConditionalProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:2118(ProbabilisticMixIn)
       40    0.000    0.000    0.000    0.000 probability.py:2143(__init__)
       40    0.000    0.000    0.000    0.000 probability.py:2166(set_prob)
       65    0.000    0.000    0.000    0.000 probability.py:2188(prob)
        1    0.000    0.000    0.000    0.000 probability.py:2211(ImmutableProbabilisticMixIn)
        1    0.000    0.000    0.001    0.001 probability.py:39(<module>)
        1    0.000    0.000    0.000    0.000 probability.py:396(ProbDistI)
        1    0.000    0.000    0.000    0.000 probability.py:493(UniformProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:530(RandomProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:576(DictionaryProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:60(FreqDist)
        1    0.000    0.000    0.000    0.000 probability.py:647(MLEProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:693(LidstoneProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:789(LaplaceProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:825(ELEProbDist)
        1    0.000    0.000    0.000    0.000 probability.py:862(HeldoutProbDist)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:140(ProjectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:24(DependencySpan)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:243(ProbabilisticProjectiveDepen
dencyParser)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:92(ChartCell)
        1    0.000    0.000    0.000    0.000 propbank.py:163(PropbankInstance)
        1    0.000    0.000    0.000    0.000 propbank.py:20(PropbankCorpusReader)
        1    0.000    0.000    0.000    0.000 propbank.py:284(PropbankPointer)
        1    0.000    0.000    0.000    0.000 propbank.py:302(PropbankChainTreePointer)
        1    0.000    0.000    0.000    0.000 propbank.py:319(PropbankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 propbank.py:335(PropbankTreePointer)
        1    0.000    0.000    0.000    0.000 propbank.py:434(PropbankInflection)
        1    0.000    0.000    0.001    0.001 propbank.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pros_cons.py:27(<module>)
        1    0.000    0.000    0.000    0.000 pros_cons.py:34(ProsConsCorpusReader)
        1    0.000    0.000    0.000    0.000 prover9.py:11(<module>)
        1    0.000    0.000    0.000    0.000 prover9.py:251(Prover9)
        1    0.000    0.000    0.000    0.000 prover9.py:330(Prover9Exception)
        1    0.000    0.000    0.000    0.000 prover9.py:337(Prover9FatalException)
        1    0.000    0.000    0.000    0.000 prover9.py:340(Prover9LimitExceededException)
        1    0.000    0.000    0.000    0.000 prover9.py:40(Prover9CommandParent)
        1    0.000    0.000    0.000    0.000 prover9.py:60(Prover9Command)
        1    0.000    0.000    0.000    0.000 prover9.py:99(Prover9Parent)
        1    0.000    0.000    0.001    0.001 punkt.py:101(<module>)
        1    0.000    0.000    0.000    0.000 punkt.py:1198(PunktSentenceTokenizer)
        1    0.000    0.000    0.001    0.001 punkt.py:1233(tokenize)
        1    0.000    0.000    0.001    0.001 punkt.py:1268(span_tokenize)
        1    0.000    0.000    0.001    0.001 punkt.py:1276(<listcomp>)
        1    0.000    0.000    0.001    0.001 punkt.py:1278(sentences_from_text)
        1    0.000    0.000    0.000    0.000 punkt.py:1285(<listcomp>)
        2    0.000    0.000    0.001    0.000 punkt.py:1287(_slices_from_text)
        2    0.000    0.000    0.001    0.000 punkt.py:1302(_realign_boundaries)
        1    0.000    0.000    0.000    0.000 punkt.py:180(PunktLanguageVars)
        1    0.000    0.000    0.000    0.000 punkt.py:198(__setstate__)
        1    0.000    0.000    0.000    0.000 punkt.py:204(_re_sent_end_chars)
        1    0.000    0.000    0.001    0.001 punkt.py:274(period_context_re)
        2    0.000    0.000    0.001    0.000 punkt.py:303(_pair_iter)
        1    0.000    0.000    0.000    0.000 punkt.py:320(PunktParameters)
        1    0.000    0.000    0.000    0.000 punkt.py:323(__init__)
        1    0.000    0.000    0.001    0.001 punkt.py:377(PunktToken)
        1    0.000    0.000    0.000    0.000 punkt.py:516(PunktBaseClass)
        1    0.000    0.000    0.000    0.000 punkt.py:607(PunktTrainer)
        1    0.000    0.000    0.000    0.000 pydoc.py:1024(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1026(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1056(TextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1411(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1669(Helper)
        1    0.000    0.000    0.000    0.000 pydoc.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:2059(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:290(ErrorDuringImport)
        1    0.000    0.000    0.006    0.006 pydoc.py:36(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:366(Doc)
        1    0.000    0.000    0.000    0.000 pydoc.py:428(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:430(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:470(HTMLDoc)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.002    0.002 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.000    0.000 random.py:663(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.080    0.080 ratelimit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ratelimit.py:37(RateLimit)
      152    0.000    0.000    0.001    0.000 re.py:169(match)
       10    0.000    0.000    0.001    0.000 re.py:179(search)
       46    0.000    0.000    0.012    0.000 re.py:184(sub)
        1    0.000    0.000    0.000    0.000 re.py:214(findall)
      265    0.000    0.000    0.154    0.001 re.py:231(compile)
        6    0.000    0.000    0.000    0.000 re.py:249(escape)
      474    0.002    0.000    0.167    0.000 re.py:286(_compile)
       24    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       29    0.000    0.000    0.000    0.000 re.py:324(_subx)
        2    0.000    0.000    0.000    0.000 re.py:330(filter)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:19(RecursiveDescentParser)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:329(SteppingRecursiveDescentParser)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:8(<module>)
        1    0.000    0.000    0.000    0.000 refresh_token.py:18(RefreshTokenGrant)
        1    0.000    0.000    0.000    0.000 refresh_token.py:5(<module>)
       14    0.000    0.000    0.000    0.000 regexp.py:103(__init__)
        1    0.000    0.000    0.000    0.000 regexp.py:1065(RegexpParser)
        1    0.000    0.000    0.000    0.000 regexp.py:147(WhitespaceTokenizer)
        1    0.000    0.000    0.000    0.000 regexp.py:15(RegexpStemmer)
        4    0.000    0.000    0.000    0.000 regexp.py:159(__init__)
        1    0.000    0.000    0.000    0.000 regexp.py:162(BlanklineTokenizer)
        1    0.000    0.000    0.000    0.000 regexp.py:168(__init__)
        1    0.000    0.000    0.000    0.000 regexp.py:171(WordPunctTokenizer)
        4    0.000    0.000    0.000    0.000 regexp.py:182(__init__)
        1    0.000    0.000    0.000    0.000 regexp.py:21(ChunkString)
        1    0.000    0.000    0.000    0.000 regexp.py:248(RegexpChunkRule)
        1    0.000    0.000    0.000    0.000 regexp.py:384(ChunkRule)
        1    0.000    0.000    0.000    0.000 regexp.py:427(ChinkRule)
        1    0.000    0.000    0.000    0.000 regexp.py:471(UnChunkRule)
        1    0.000    0.000    0.000    0.000 regexp.py:512(MergeRule)
        1    0.000    0.000    0.000    0.000 regexp.py:573(SplitRule)
        1    0.000    0.000    0.000    0.000 regexp.py:633(ExpandLeftRule)
        1    0.000    0.000    0.000    0.000 regexp.py:67(<module>)
        1    0.000    0.000    0.000    0.000 regexp.py:694(ExpandRightRule)
        1    0.000    0.000    0.000    0.000 regexp.py:755(ChunkRuleWithContext)
        1    0.000    0.000    0.000    0.000 regexp.py:76(RegexpTokenizer)
        1    0.000    0.000    0.001    0.001 regexp.py:8(<module>)
        1    0.000    0.000    0.000    0.000 regexp.py:9(<module>)
        1    0.000    0.000    0.000    0.000 regexp.py:902(RegexpChunkParser)
        1    0.000    0.000    0.000    0.000 relextract.py:21(<module>)
        1    0.000    0.000    0.000    0.000 repp.py:11(<module>)
        1    0.000    0.000    0.000    0.000 repp.py:26(ReppTokenizer)
        2    0.000    0.000    0.000    0.000 reprlib.py:41(__init__)
        2    0.000    0.000    0.008    0.004 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1612(DataHandler)
        5    0.000    0.000    0.000    0.000 request.py:1651(url2pathname)
        1    0.000    0.000    0.000    0.000 request.py:1669(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2115(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2368(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.002    0.002 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request_token.py:10(<module>)
        1    0.000    0.000    0.000    0.000 request_token.py:23(RequestTokenEndpoint)
        1    0.000    0.000    0.000    0.000 request_validator.py:13(RequestValidator)
        1    0.000    0.000    0.000    0.000 request_validator.py:14(RequestValidator)
        1    0.000    0.000    0.000    0.000 request_validator.py:5(<module>)
        1    0.000    0.000    0.000    0.000 request_validator.py:8(<module>)
        1    0.000    0.000    0.000    0.000 resolution.py:11(<module>)
        1    0.000    0.000    0.000    0.000 resolution.py:160(Clause)
        1    0.000    0.000    0.000    0.000 resolution.py:28(ProverParseError)
        1    0.000    0.000    0.000    0.000 resolution.py:30(ResolutionProver)
        1    0.000    0.000    0.000    0.000 resolution.py:464(BindingDict)
        1    0.000    0.000    0.000    0.000 resolution.py:591(BindingException)
        1    0.000    0.000    0.000    0.000 resolution.py:598(UnificationException)
        1    0.000    0.000    0.000    0.000 resolution.py:603(DebugObject)
        1    0.000    0.000    0.000    0.000 resolution.py:97(ResolutionProverCommand)
        1    0.000    0.000    0.000    0.000 resource.py:19(ResourceEndpoint)
        1    0.000    0.000    0.000    0.000 resource.py:20(ResourceEndpoint)
        2    0.000    0.000    0.000    0.000 resource.py:8(<module>)
        1    0.000    0.000    0.000    0.000 resource_owner_password_credentials.py:18(ResourceOwnerPasswor
dCredentialsGrant)
        1    0.000    0.000    0.000    0.000 resource_owner_password_credentials.py:5(<module>)
        2    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:51(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 response.py:72(HTTPResponse)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:144(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:27(Retry)
        1    0.000    0.000    0.000    0.000 reviews.py:126(ReviewLine)
        1    0.000    0.000    0.000    0.000 reviews.py:149(ReviewsCorpusReader)
